fragment,counter
[*][C@@H]1CS/C(=C(/C#N)N2:C:C:N:C:2)S1,1
[*]C(=O)[C@H](C)NP(=O)(O[*])O[*],5
[*]N1:C:C:C(=O):[NH]:C:1=O,34
[*]C[C@H]1O[C@@H]([*])[C@](C)(F)[C@@H]1O,1
[*]C[C@H]([*])C,4
[*]C[C@@H](C)N[*],1
[*]OC[C@H]([*])C,2
[*]OC[C@@H](C)N[*],1
[*]N[C@H](C)[C@H]([*])O,1
[*][C@H](C)[C@H]([*])O,1
[*]CC1:C(Cl):C:C:C:C:1Cl,3
[*]OCC1:C(Cl):C:C:C:C:1Cl,3
[*][C@@H](C)C[C@@]([*])(C#N)C(C)C,1
[*]CC(CC)C(=O)O,2
[*]C1:C(I):C:C(I):C(N):C:1I,1
C[C@H](O)/C(O)=N/C1:C(I):C(/C(O)=N/C(CO)CO):C(I):C(/C(O)=N/C(CO)CO):C:1I,1
[*]C(=O)C1:C:C:C:N:C:1,18
[*]O[C@H]1[C@H](O[*])[C@@H](O[*])[C@H](O[*])[C@@H](O[*])[C@H]1O[*],1
[*]CC(CC)CCCC,4
[*]N1CN([*])CC(C)(N)C1,2
[*]C[C@@H](O)C(C)(C)CCCC,1
[*]CCCCC[*],2
[*]C1OC(=O)[C@H]([*])N(C)C(=O)C([*])OC(=O)[C@H]([*])N(C)C(=O)C([*])OC(=O)[C@H]([*])N(C)C1=O,1
[*]CC1:C:N:C(C):[NH]:C:1=N,3
[*]CC1CCCO1,2
[*]N(C=O)C([*])C,4
[*]C(CCO)SS[*],1
[*][C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2
[*][C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]12C,1
[*][C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]12C,1
[*]OC[C@H](O)CO,3
[*]NC1:C:C:N:C2:C([*]):C:C:C:C:1:2,1
[*]C1:C:C:N:C2:C([*]):C:C:C:C:1:2,1
[*]C(=O)CCC(=O)O,5
[*]C(CC)/C(O)=N/C1:C(C):C:C:C:C:1C,1
[*]C(=O)C1([*])CCCN(C)CC1,1
[*]OC1:C:C(O):C2:C(=O):C:C([*]):O:C:2:C:1,2
[*]C1:C:C(=O):C2:C(O):C:C([*]):C:C:2:O:1,2
[*]NC(C)/C(O)=N/C1:C(C):C:S:C:1[*],1
[*]C(C)/C(O)=N/C1:C(C):C:S:C:1[*],1
[*][C@]1(O)CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
[*]CC(C)CC1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1
[*]N(C)C1CCCCC1,4
[*]OC1:C:C:C(C([*])[*]):C:C:1,1
[*]C([*])C1:C:C:C:C:N:1,3
[*]NCC(C)(C)C(N)=O,2
[*]OC1:C:C([*]):C:C:C:1OC,9
[*]C(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](C[*])C(C)C)C(C)C,2
[*]C(=O)[C@@H](/N=C(\O)OC)C(C)C,3
[*]N1[C@@H]2CC[C@@H](C2)[C@H]1[*],1
[*]N1CC2(CC2)C[C@H]1[*],1
[*]C1:C:N:C([*]):[NH]:1,9
[*]C1:N:C2:C:C:C([*]):C:C:2:[NH]:1,10
[*]C1:C:C:C2:C(:C:1)C(F)(F)C1:C:C([*]):C:C:C:12,1
[*]N[C@@H]1CC[C@H]2[C@H](C[*])[C@@H]3[C@@H](C)OC(=O)[C@@H]3C[C@@H]2C1,1
[*]C[C@@H]1[C@@H]2[C@@H](C)OC(=O)[C@@H]2C[C@@H]2C[C@H]([*])CC[C@H]21,1
[*]C1:C:C:C:C(F):C:1,12
[*]CC1:C:C:C([*]):C:N:1,1
[*]N1CC[C@@H](C)N([*])CC1,2
[*]C1:N:C2:C:C(Cl):C:C:C:2:O:1,3
[*]N1:N:C:C:N:1,4
[*]C(=O)C1:C:C(C):C:C:C:1[*],4
[*]C1:C:C:C2:C(:C:1)OCCO2,3
[*]C[C@@H](/N=C(/O)CCCCCCC)[C@@H]([*])O,1
[*]N1CCC(=C)CC1,1
[*][C@H](C)[C@]([*])(O)C[*],1
OB1OCC2:C:C(F):C:C:C:21,2
[*]C[C@H]1CN([*])C(=O)O1,3
[*]C1:N:N:N(C):N:1,5
[*]C1:C:C:C([*]):C:N:1,29
[*]N1C[C@@H]2NCCO[C@H]2C1,2
[*]N1:C:C([*]):C(=O):C2:C:C(F):C([*]):C(C#N):C:2:1,2
[*]C(=O)C([*])(C)C,3
[*]N(C)C1:C:N:C([*]):C:C:1[*],3
[*]O[C@H]1CC[C@@]2(O)[C@H]3CC4:C:C:C(O):C5:C:4[C@@]2(CCN3[*])[C@H]1O5,1
[*]N1CC[C@]23C4:C5:C:C:C(O):C:4O[C@H]2[C@@H]([*])CC[C@@]3(O)[C@H]1C5,1
[*]NC1:C:[N+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](N[*])[C@H]3SC2):N(C):C:1N,2
[*]C(=O)/C(=N\O[*])C1:N:S:C(N):N:1,2
[*]N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3:C:C([*]):C(N):N:3C)CS[C@H]12,2
[*]C(=O)C=C,18
[*]N1:N:C([*]):C2:C(N):N:C:N:C:2:1,12
[*]NC1:N:C:N:C2:[NH]:C:N:C:1:2,8
[*][C@H]([*])CC,3
[*]N1:C([*]):N:C2:C:C:C:C(F):C:2:C:1=O,1
[*]C1:C:[N+]([O-]):C(C):C:N:1,2
[*]N1C[C@H](C)O[C@H](C)C1,5
[*]CC(C)C[*],4
[*]C(C)(C)CC,2
[*]C(=O)[C@H](CCCN)N[*],3
[*]C(=O)[C@@H]1CSSCCC(=O)N[C@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N1,2
[*]C(=O)[C@@H]1CSSCCC(=O)N[C@H](C[*])C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N1,2
[*][C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,3
[*]C1:C:C(O):C([*]):C(O):C:1,3
[*][C@@H]1C=C(C)CC[C@H]1C(=C)C,3
[*]NC1:C:C:C:C:C:1S(=O)(=O)C(C)C,2
[*]C1:C:C:C:C:C:1S(=O)(=O)C(C)C,2
[*]C1:N:C:C(Cl):C([*]):N:1,9
[*]NC1:N:C([*]):N:C:C:1Cl,6
[*]NC1:N:C:C(Cl):C([*]):N:1,9
[*]NC1:N:C:C(Cl):C(N[*]):N:1,6
[*]OC1:C:C([*]):C(C):C:C:1N[*],1
[*]OC1:C:C([*]):C(C):C:C:1[*],1
[*]NC1:C:C(C):C([*]):C:C:1[*],1
[*]C1:C:C([*]):C(C):C:C:1[*],1
[*]C1CC1(Cl)Cl,2
[*]C(=O)[C@H](CC[*])N[*],1
[*]C(=O)[C@@H]([*])CC[*],1
[*]N[C@@H](C[*])CC[C@H](C[*])N[*],1
[*][C@@H](C[*])CC[C@H](C[*])N[*],1
[*]SC1:C:C:C(C):C:C:1C,2
[*]C1:C:C:C(C):C:C:1C,3
[*]CC1:C:C:C(OC):C(OC):C:1OC,3
C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,2
[*]C/N=C(\O)CC,2
[*]C1:C:C:C:C2:C:1CCO2,2
O=C([O-])CCCO,1
[*]NC1:C:C:C([*]):C:N:1,9
[*]NC1:N:C:C2:C(C):C([*]):C(=O):N([*]):C:2:N:1,2
[*]N1:C(=O):C([*]):C(C):C2:C:N:C([*]):N:C:2:1,2
[*]C(=O)C1CC1,8
[*]C(=O)C1:C:C(C[*]):C:C:C:1F,2
[*]C1:N:N:C(O):C2:C:C:C:C:C:1:2,1
[*]C(=O)C1:C:C([*]):C:C:C:1F,2
[*]CC1:N:N:C(O):C2:C:C:C:C:C:1:2,1
[*]NC1:C:C:C(Cl):C:N:1,4
[*]C(=O)C1:N:C2:C(:S:1)CN(C)CC2,3
[*]C(=O)[C@H]1CC[C@H](N[*])[C@H](N[*])C1,1
[*]CC[N+]12CCC([*])(CC1)CC2,1
[*][N+]12CCC([*])(CC1)CC2,2
[*]CC[N+]12CCC(C([*])([*])O)(CC1)CC2,1
[*][N+]12CCC(C([*])([*])O)(CC1)CC2,1
[*]OC1:C:C:N:C2:C:C(OC):C(C(=N)O):C:C:1:2,2
[*]C1:C:C:N:C2:C:C(OC):C(C(=N)O):C:C:1:2,2
[*]N/C(O)=N/C1CC1,2
[*]OC1:C:C:C([*]):C(Cl):C:1,5
[*]N(C)C1:C:C:C([*]):C:C:1,3
[*]NC([*])C1:C:C:C:C:C:1,1
[*]C1C(=O)NC2:C:C([*]):C:C:C:21,2
[*]NC(C)(C)C[*],6
[*]C1:C:C(O):C:C2:C:1OCC(=O)N2,1
[*]C(C)(C)C[*],6
COC1=C(OC)C(=O)C(CCCCCCCCCCCCO)=C(C)C1=O,2
[*]C[C@H]1CC2:C:C(OC):C(OC):C:C:21,1
[*]N(C)C[C@H]1CC2:C:C(OC):C(OC):C:C:21,1
[*]N(C)CCC[*],3
[*]N1CCC2:C:C(OC):C(OC):C:C:2CC1=O,1
[*]OC1:N:N([*]):C2:C:C:C:C:C:1:2,2
[*]OC1:N:N(C[*]):C2:C:C:C:C:C:1:2,2
[*]N1:N:C([*]):C2:C:C:C:C:C:2:1,3
[*]CN1:N:C([*]):C2:C:C:C:C:C:2:1,3
[*]C1:C:C:C(O):C(OC):C:1,13
[*]OC(C)(C[*])CC,1
[*]OCC([*])([*])CC,1
[*]CCC1CCC2CC1C2(C)C,1
[*]CC1:C:C(OC):C(OC):C:C:1Br,1
[*]CC[N+]1([*])CCOCC1,1
[*][N+]1([*])CCOCC1,1
[*]C1CCC2CC1C2(C)C,1
[*]C(=O)CS,1
[*]N(C)CCO,1
[*]CC(O)C[*],3
[*]N(C)CC(O)C[*],1
[*][C@@H]1C(O)=C(C(=N)O)C(=O)[C@@]2(O)C(O)=C3C(=O)C4:C(O):C:C:C(Cl):C:4[C@@](C)(O)[C@H]3C[C@@H]12,2
[*]C1C(C2:C:C(OC):C(OC):C(OC):C:2)C2:C:C3:C(:C:C:2C(O)C1CO)OCO3,1
[*][C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3
[*]OOC([*])=O,1
[*]NS(=O)(=O)N(CC)CC,2
[*]N1C[C@@H]([*])C[C@@H]2CC3:C(O):C:C:C:C:3C[C@H]21,2
[*]C(=O)[C@H](C)N,10
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H](C[*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*]N[C@H]1CSSC[C@@H]([*])NC(=O)[C@H](CO)NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC(=O)[C@H](C[*])NC(=O)[C@H](C[*])NC(=O)[C@H](C[*])NC(=O)[C@H]([*])NC(=O)[C@H]([*])NC1=O,2
[*][C@H](CO)C(C)C,1
[*]CC1:C:C:C:C(Cl):C:1F,1
[*]C1:C:C:C:C(Cl):C:1F,6
[*]N1:C:C([*]):C(=O):C2:C:C([*]):C(OC):C:C:2:1,1
[*]CC1:C:C2:C(=O):C([*]):C:N([*]):C:2:C:C:1OC,1
O=S(=O)(O)CCS,2
O=NO,2
[*]C(=O)CCCCCCCCCCCCCCC,28
OC1:C(I):C:C(I):C2:C:C:C:N:C:1:2,1
[N-]=C=[N-],1
CC1OC(C)OC(C)O1,2
[*]CC(O)C(C)(C)C,1
[*]CC1:C:C:C2:C(:C:1)OCO2,2
[*]O[C@H]1CC2:C:C:C:C:C:2N([*])C2:C:C:C:C:C:21,1
OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,1
[*]CC#N,9
[*][C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@@]21C,1
[*][C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
[*]OC1:C:C:C2:C:C:C(=O):[NH]:C:2:C:1,2
[*]C1:C:C:C2:C:C:C(=O):[NH]:C:2:C:1,2
[*]C1:C:C:C:C2:S:C:C:C:1:2,2
[Cu],2
Cl[Cu]Cl,2
[*]NC1:C(I):C([*]):C(I):C([*]):C:1I,1
[*]C(=O)CO,7
[*]C1C=CC(=[N+](CC)CC)C=C1,3
[*]C([*])C1:C:C(S(=O)(=O)O):C:C:C:1S(=O)(=O)O,1
[*]C1:C:C(S(=O)(=O)O):C:C:C:1S(=O)(=O)O,1
[*]NC1:C(C):C:C(C):C(Br):C:1C,1
O=P([O-])([O-])CP(=O)([O-])[O-],1
O=P(O)(O)C(O)P(=O)(O)O,2
O=O,1
[*]C(=O)[C@@H](N)CC(=O)O,8
[*]NC1:C:C:C([*]):N:C:1,3
[*]C(=O)C1:C:C:C:C([*]):C:1C,2
[*]OC[C@H]1O[C@@H]([*])[C@H](O[*])[C@@H]1O[*],2
[*]OCC[18F],5
[*]CC[18F],5
[*]OC1:C:C:C(C[*]):C:C:1,5
[*]CC1:C:C:C(NC):C:C:1,3
[*]CC1:C:C:C([*]):C:C:1,18
[*]OC1:C:C:C(C[*]):C:N:1,2
[*]CC1:C:C:C([*]):N:C:1,2
[*]C1:C:C:C(NC):C([18F]):C:1,2
[*]C1:N:C2:C:C:C(O):C:C:2:S:1,4
N#N,1
[Na+],5
[He],2
[*]N(C)CC(O)CO,3
[*]C(=O)C1:C(I):C(/N=C(\O)COC):C(I):C(/C(O)=N/CC(O)CO):C:1I,1
O=C=O,2
[*]C1:C:C:C(/N=N/C2:C(S(=O)(=O)O):C:C3:C:C(S(=O)(=O)O):C:C(N):C:3:C:2O):C(C):C:1,1
[*]CCP(CC[*])CCP(CC[*])CC[*],2
[C-]#[N+]CC(C)(C)OC,4
[*]NC1:C([*]):C:C:C:C:1[*],1
O=P([O-])([O-])OP(=O)([O-])[O-],2
[*]C1C2:C:C:C:C:C:2CSC2:C:C:C:C:C:21,2
[*]C1:C:C([*]):C(OC):C([*]):C:1,3
[*]NC1:C:C:C2:C:C([*]):C:C:C:2:C:1,1
[*]CC1CNCCO1,2
[*]OCC1CNCCO1,2
[*]CCC1:N:N:C2:N:1C[C@@H]1CCC[C@H]21,1
[*]OC1:C:C(C):C(O[*]):C:C:1[*],2
[*]OC1:C:C([*]):C([*]):C:C:1C,2
[*]OC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,2
[*]C1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,3
[*]CC(=N)O,9
[*]C1:C:C:C:C(Cl):C:1C,3
[*]NC1:C:C:C:C(Cl):C:1C,4
[*]C1([*])OC2:C:C:C:C:C:2NC1=O,1
[*]OC1=CC2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21,2
[*]CC1:C:C:C:C:C:1[*],2
[*]C1:C:C:C2:N:C3:C:C:C([*]):C:C:3:[S+]:C:2:C:1,4
[*]C1:C(Cl):N:C(C):N:C:1OC,2
[*]C1CCCO1,5
O=C1:C:C(O):C(Cl):C:[NH]:1,1
[V],3
[*]CC(=O)[O-],3
[*]N([*])C1:S:C([*]):C([*]):C:1C#N,1
[*]CCC1=C(C)C(=O)C(OC)=C(OC)C1=O,4
[*]CCCC([*])C,30
[*]N([*])CC1:C:C:C(OC):C([*]):C:1,2
[*]CC1:C:C:C(OC):C([*]):C:1,2
[*]N([*])[C@H]([*])C,2
[*]C(=O)[C@@H](N)C[*],19
[*][C@@H](C)C1:N:C([*]):C:[NH]:1,2
[*]C1:C:[NH]:C([*]):N:1,5
[*]O[C@@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,2
O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-],4
O=C(O)CC(S[Au])C(=O)[O-],2
[*][N+](C)(C)[11CH3],3
C,1
[*]NC1:C:C:C(C):C([*]):N:1,1
[*]C(=O)C1([*])CC1,5
[*]C1:C:C:C2:C(:C:1)OC(F)(F)O2,5
O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-],1
[*][N-]C1:C:[N+](N2CCOCC2):N:O:1,2
[*]C(=O)[N-][*],3
[*]C1:C:[N+](N2CCOCC2):N:O:1,2
[*]OC[C@@]1([*])CC[C@]2(CCC(=O)N2)CN1,2
[*]C[C@@]1([*])CC[C@]2(CCC(=O)N2)CN1,2
[*]C(=O)[C@H](C)C[C@@H](C[*])N[*],1
[131I-],2
[*]N1[C@H]([*])CC[C@H]1[*],2
[*]NS(=O)(=O)C1CC1,6
[*]C1:N:C2:C:C:C:C:C:2:C2:C:C:C:C:C:1:2,2
[*]C(=O)[C@@]12C[C@H]1/C=C\CCCCC[C@H](N[*])C(=O)N1C[C@H](O[*])C[C@H]1C(=O)N2,4
[*]OC1:N:C2:C:C:C:C:C:2:C2:C:C:C:C:C:1:2,2
[*]C(=O)[C@@]12C[C@H]1/C=C\CCCCC[C@H](N[*])C(=O)N1C[C@H]([*])C[C@H]1C(=O)N2,4
[*]C(=O)[C@H](C)N[P@](=O)(CO[*])O[*],1
[*]O[C@H]1C[C@H]2[C@@H]3O[C@@H]3[C@@H](C1)[N+]2([*])C,4
[*]C(=O)C1:C(I):C([*]):C(I):C(N[*]):C:1I,3
[*]C(=O)C1:C(I):C([*]):C(I):C(N([*])C):C:1I,2
[133Xe],1
Cl[TlH2],1
[*]OC1:C:C:C2:C(:C:1)CCC2,3
[*]C(=O)C([*])C([*])=O,3
O=[Zn],1
[*][C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,1
[13NH3],1
[*]NC1:C:C(N[*]):C(N([*])C):C:C:1OC,1
[*]NC1:C:C([*]):C(OC):C:C:1N([*])C,1
[*]NC1:C:C(N[*]):C(OC):C:C:1[*],1
[*]NC1:C:C([*]):C(OC):C:C:1[*],1
[*]C1:C:N(C):C2:C:C:C:C:C:1:2,5
[*]OP(=O)([O-])[O-],8
[*]C1:C:C(C):C([*]):C2:C:C:C:C:C:1:2,2
[*]C1:C(I):C:C(I):C(/N=C/N(C)C):C:1I,2
[*]N[C@H]1[C@@H]2CN([*])C[C@@H]21,2
[*]C(=O)C1:C:C:C(N):C:C:1O[*],1
[*]C(=O)C1:C:C:C(N):C:C:1[*],1
[*]N1CCCC1=N,2
[*]CC1:[NH]:C(=O):[NH]:C(=O):C:1Cl,2
[*]NC1:C(I):C([*]):C(I):C(N([*])C):C:1I,1
O=C1CCO1,1
[*]OCC1:C:C2:C(:C:C:1[*])OCO2,1
[*]CC1:C:C2:C(:C:C:1[*])OCO2,1
S1SSSSSSS1,3
[*]NCCCO,3
[*]C(=O)[C@H](O)C(C)(C)CO,5
[*]OCC(=O)[O-],1
[*]OC1:C:C:C:C:C:1/C(O)=N/CC(C)O[*],1
[*]OC(C)C/N=C(\O)C1:C:C:C:C:C:1[*],1
[*]OC1:C:C:C:C:C:1/C(O)=N/CC([*])C,1
[*]C(C)C/N=C(\O)C1:C:C:C:C:C:1[*],1
[*]N1:C:C(I):C(=O):C(I):C:1,3
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,1
[*]C(=O)C1:C:C(O):C(O):C(O):C:1,4
[*]C(=O)C1:C:C(O):C(O):C(O[*]):C:1,1
[*]OC[C@H]1OC(O[*])[C@H](O[*])[C@@H](O[*])[C@@H]1O[*],1
[*]CCCCS(=O)(=O)O,3
[*]N1C2:C:C:C3:C:C:C:C:C:3:C:2C(C)(C)C1[*],2
[*]N1/C(=C\C[*])C(C)(C)C2:C1:C:C:C1:C:C:C:C:C:2:1,2
[*]C/C=C/C1=[N+](CCCCS(=O)(=O)O)C2:C:C:C3:C:C:C:C:C:3:C:2C1(C)C,2
[*]CC1=[N+](CCCCS(=O)(=O)O)C2:C:C:C3:C:C:C:C:C:3:C:2C1(C)C,2
[*]C/C=C/C=C/C[*],4
[*]C(=O)CCCCCCCCCCC,8
[*]C(=O)C[N+]1:C:C:C:C:C:1,1
[*][C@@]1(O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2
O=[51Cr](=O)([O-])[O-],2
[*][C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,3
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,1
O=P(O)(O)O,1
CC(=O)[O-],11
[18F-],1
C[75Se]CC[C@H](N)C(=O)O,1
O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,2
[*]CC(C)C(=O)O,1
[*]N([*])C1:C(I):C:C(I):C(N):C:1I,1
O=P([O-])(O)O,4
O=P([O-])([O-])O,3
[O-][Cl+3]([O-])([O-])[O-],3
O=C[C@H](O)[C@@H](O)[C@H](O)CO,1
[123I-],1
[81Kr],1
OCC(O)CO,2
[O-]C1:C:C:C:C2:C:C:C:N:C:1:2,1
[82Rb+],2
O=P([O-])([O-])F,2
[*]NC(CO)C(O)CO,1
[*]C(=O)CC([*])=O,2
[*]C(=O)C1:C(I):C(C([*])=O):C(I):C(N([*])C):C:1I,1
[*]C/C=C(\C1:C:C:C(C):C:C:1)C1:C:C:C:C(C[*]):N:1,1
Cl[111In](Cl)Cl,1
CCCCCCCCCCCCCCCCO,1
[*]C(=O)CC([*])=O,2
[*]OCC(CC)CCCC,10
[*]CC1:C:C:C(OC):C:C:1,3
O=S(O)(O)=S,2
O=C[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,2
N=[13C](N)O,1
CO[Si](C)(C)O[Si](C)(C)C,1
N[14C](N)=O,1
COC1:C:C:C(O):C:C:1,1
OC1:C:C:C(O):C:C:1,2
[*]CC1:C:C:C(C[*]):C:C:1,1
[*]C1C(=O)C2([*])CCC1C2(C)C,1
O=[Ti]=O,1
[*]CC1:C:C:C:C([123I]):C:1,2
[*]N([*])C1:N:C:C:C:N:1,2
[*]CC[N+]([*])(C)C,5
